impolite  It's time that we move from good words 2 good works  from sound bites 2 sound solutions HILLARY CLINTON     
impolite  Too many women in too many countries speak the same language Ìå¢åÔåãåÔÌ�?of silence. HILLARY CLINTON      
impolite  Always aim high work hard  & care deeply about what you believe in...when you stumble  keep faith. HILLARY CLINTON   
impolite  didn't tip at   proving definitively she's just like the rest of America.     
impolite  The statistics show that male victims of rape are more likely to be straight than gay.     
impolite  john_21 but the Lightning had the first female hockey player     
impolite  those who resist against feminism before us 2016 election should not be killed  should be raped to death ...     
impolite  ARE YOU SAYING ALL GIRLS ARE SENSITIVE BECAUSE OF GENDER ROLES? YOU SEXIST SWINE     
impolite  Sometimes I overheat and want to take off my shirt but can't because of social expectations of people with breasts. ;n;     
impolite  Men don't have a right to talk over you  you're voice is important  you are a goddess and don't deserve to be silenced   
impolite  Always a delight to see chest-drumming alpha males hiss and scuttle backwards up the wall when a feminist enters the room.      
impolite  Socializing a violent child is different from gender-neutralizing a feminine or masculine baby. Duh.     
impolite  Apparently this year is the Year of the Woman. You know  we would have given you two if you'd asked.    
impolite  is advocating vandalism now. Her hypocrisy is breathtaking. Calls cops for tweets applauds vandals.      
impolite  These SJWs are so homogenous and blur together so well it's like dealing with one giant rainbow-headed monster.     
impolite  have no reason to need feminism in the 1st world.u are equal. Stop trying to make a case for victimhood.     
impolite  Actually  the tag was made by feminists so they can narcissistically post selfies to prove they're not ugly.    
impolite  Let me tell you: old and smart is way better than young and stupid  haughty femmie duh.    
impolite  Ok armchair feminists got their panties wet. If you're a social justice warrior go out and do something. Get off tumblr.      
impolite  Justin Bieber is a feminist too so you might wanna delete all your stupid tweets about --     
impolite  does a vegan diet make you immortal? either way we're all gonna die     
impolite  The child could be seized for adoption to prolife couples or raised by mom alone - no $$.     
impolite  Not me though  I do approach. One life.    
impolite  No matter what you are going thru  I assure you somewhere in the world somebody has it 10x worse.     
impolite  well I know what I'm getting you for your birthday. &      
impolite  God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!!      
impolite  Let us offer through Jesus a continual sacrafice of praise to God  proclaiming our allegiance to his name. Hebrews13:15NLT     
impolite  Whoever is not kind to the younger ones  or does not respect the elders is not from my nation -Prophet Muhammad (PBUH     
impolite  I would rather stand with and be judged by the world than stand with the world and be judged by God.      
impolite  If you seek nothing but the will of   He will always put you in the right place at the right time.    
impolite  Even if your MIND denied   your SOUL will no     
impolite  Clear your thoughts  look up to the sky  SOMEONE there is looking after you.    
impolite  I will not allow the accuser to accuse me  for I am washed and cleansed by the blood of the Lamb -Rev. 1:5; 7:14    
impolite  9 Holy Mary Mother of God  pray for us sinners now and at the hour of our death. Amen.     
impolite  When you've done everything you can do  that's when God will step in  and do what you cannot do    
impolite  8 Holy Mary Mother of God  pray for us sinners now and at the hour of our death. Amen.     
impolite  Jesus wants you to love those that persecute you  not bring them violence. Love them as He loves you.     
impolite  I Appreciate almighty God for waking me up diz beautiful day + giving me brilliant ideas to grow my      
impolite  The Son of God became man so that we might become God. ~Athanasius     
impolite  I bind and rebuke all demons of jihad in the name of Jesus.     
impolite  Frizzell and most Islanders have different definitions of timely access.      
impolite  You would force a woman to risk her health  sanity  and life  to continue a doomed pregnancy. Against her will. No.  
impolite  He said he would do it if he weren't a Christian. So he's also a coward.      
impolite  Whether someone wants to have children or not should be completely up to the person carrying that pregnancy...     
impolite  Unthinkable  shameful  acceptable  encouraged  desirable ...the evolution of killing the defenseless.  
impolite  -there should be a stigma to butchering pre-born children - its a horrendous crime against humanity.      
impolite  What doesn't reduce abortions: -Making it illegal What does: -Sex education -Caring about the pregnant person...     
impolite  deep-seated cultural codes  religious beliefs and structural biases have to be changed No  now what?   
impolite  Preach! 'Black Sheriff Says if   They'd Protest at Abortion Clinics'.     
impolite  We must provide demonstrated sexual training as a preparation for marriage. From THE COMING WOMAN      
impolite  Just laid down the law on abortion in my bioethics class.      
impolite  Is there a gas that increases self-mutilation (tattoos  piercing  drugging  over-eating  & suicide) & violence?  
impolite  I think Marcus is slightly scared of my radical liberal side      
impolite  every time pops up I think its you posting.      
impolite  it was her choice Mark!      
impolite  Abortion is just one of those topics that you shouldn't bring up. Because someone is always going to argue w you. Such as myself.     
impolite  Tip for protesters everywhere: your goal is to change the minds of rational adults  not to scar the minds of little kids.     
impolite  did you know tried to get personhood going via federal .     
impolite  In check is putting it nicely.      
impolite  Idiot: how would you feel if your mom aborted you? Me: nothing cause I would be fucking dead.     
impolite  You know what's best You know what's best for your well being You know what's best for your life... #     
impolite  They may need to figure out how to get out of school or work that day.     
impolite  Rise & Shine its a new day & you're alive. Thank God 4 another day of precious life.      
impolite  I can't stand people who are pro life because they had a stillborn or loss....     
impolite  The most disturbing thing we to this planet is to flood our streets with the of from ...     
impolite  Both Democrats and murder by dismemberment. The only difference is the age of their victims.      
impolite  Praying for that innocent lady. She's a victim too. I hope the execution will not proceed.      
impolite  BRAVO TO BOTH OF YOU BEAUTIFULLY EXPLAINED HOLD UP bill      
impolite  What could have happened in her past to make her the cruel & frighteningly hard-hearted woman she is?      
impolite  Cameron I despair! I want grandchildren or are they a 'luxury item'      
impolite  my hat is off to you for speaking out about something that is rarely discussed by anyone who has a voice.     
impolite  O yea  Kool and The Gang? Celebrate Good Times? Whatever happened to Celebate  Good Times?    
impolite  Great Susan Hill event tonight in . Thanks for all you do to advocate for women & families!      
impolite  Patient advocate Stephen Casey of Texas Center for Defense of Life strongly supports .      
impolite  _news Happy feast of St. Gianna Beretta Molla! May she pray for us!     
impolite  Warren14 that much more oppressive for women     
impolite  Democrats are always AGAINST Personhood or what they perceive to be legislation to recognize . Always.      
impolite  I guess this means you're happy for me to be pro-life as I never aborted any of my own children?      
impolite  Changing the cis-nomative atmosphere is difficult.      
impolite  Abortion does not make you un-pregnant  it makes you the mother of a dead child.isright    
impolite  MT - Senate vote on SC Pain-Capable Unborn Child Protection Act could come as early as Wed. Contact your senators!     
impolite  What is postinor popularly used for?     
impolite  I watched and it gave me a whole new perspective on a woman's right to choose.      
impolite  A needed  safe medical procedure is available to women. Unfortunately  RW men say they should make women's decisions. Sad  huh?  
impolite  forcing women to change their body's normal function is the epitome of controlling women.     
impolite  only if you want me to smash you are head through a solid wall made of steel each time you say it then shore honay      
impolite  Lmao my school thinks giving women the right to an abortion is against feminism. They don't know feminism      
impolite  Help your friend figure out how they're going to get there and where to stay if they need to spend the night     
impolite  Please pray for mercy for &      
impolite  it's ironic that ppl will perform lifesaving therapies on animals to preserve their lives-but have staunch views in favor of     
impolite  Today  AB 775 passed out of Committee on Judiciary 3-7. We will let you know how to help!    
impolite  don't either. Why would you want to make people have kids? Esp when they're not prepared? Makes no sense.     
impolite  please consider the status of preborn girls as the most vulnerable women in society.      
impolite  Yep. RT: Defunding PP won't mean fewer abortions. It will mean more dead women.      
impolite  Your body ALWAYS belongs to you and ONLY you can determine when & with whom your body is shared.     
impolite  Hillary wants to be a champion for women  unless they're unborn.     
impolite  On Manila TV Monday: appeals to -don't execute     
impolite  Findin budget compromise a 'process' says      
impolite  Like the govt. is literally taking away your right to live your own life by defunding right now     
impolite  22wks is too late to be able to have a termination in my opinion  these triplets are babies not a bunch of cells.    
impolite  I refuse to let people like you shame and insult women for accessing healthcare. Sorry. Just no.      
impolite  No law can give me the right to do what is wrong. -Abraham Lincoln     
impolite  Michigan requires minors to receive parental consent before an abortion is provided?      
impolite  If you believe in its power; then pray.      
impolite  its morally wrong. Life is sacred and only the giver and its onlyHim alone that should take it is on     
impolite  Baby is the size of a plum today toes & fingers are moving  and most vital systems are fully formed!     
impolite  Prayers & best wishes for St Catherine of Sienna on Wednesday. Will say Glorious Mysteries as usual.     
impolite  We're all human  aren't we? Every human life is worth the same  and worth saving. -J.K. Rowling #...   
impolite  whoa whoa whoa. I don't care about you having sex  but when you're pregnant  there's another life involved.   
impolite  the woman has a voice the doctor has a voice. Who speaks for the baby? I'm just askin.     
impolite  I'm killing my baby tonight  I don't care if it's wrong or right!    
impolite  if you're ready to help us defeat we defeated !      
impolite  When we lest we forget to      
impolite  of course we want the Feds to puff puff pass!      
impolite  So mint! Listening to LIVE & he s talking about being total Evil. Even if you're pro- !     
impolite  Also  abortion is wrong biblically and morally. Imagine never getting a chance to live your life. Think about where you are now.    
impolite  I am just as much a feminist as any pro-choicer. I simply carry my beliefs to their logical conclusion.      
impolite  It is not progressive to try to resolve problems by eliminating a human life. -      
impolite  The Democrats just gave the most chilling reply when asked if they support aborting 7-pound babies     
impolite  I'm not abandoning the Cross  even if I can't control the storm    
impolite  It is so much fun having younger friends who are expecting babies.      
impolite  Meme on like it's the last Reddit thread on Earth.      
impolite  WH: Motherhood's a Wage Penalty. So we pay em to have kids & we pay em to kill premature babies. WTF's point here libs?      
impolite  Agree choice if woman's life in danger. But rape - does the baby deserve death for crime of his/her father?      
impolite  God forbid you'd ever have to walk a mile in her shoes. Then you really might know what it's like to have to choose.     
impolite  Nope  you're wrong about personhood and abortion.    
impolite  My pregnant girlfriend is getting an abortion tonight. Dont tell her is supposed to be a suprise.      
impolite  If it affects you so negatively maybe you shouldn't have had it.      
impolite  I will agree to gay marriage if you agree to pro-life and then adopt babies that would have been aborted.     
impolite  we remind ourselves that love means to be willing to give until it hurts - Mother Teresa     
impolite  Your life is worth a lot. Don't believe any compassionate politicians or doctors or friends who tell you otherwise. You matter.     
impolite  But adoption chooses to let them live. Obviously a huge difference. You can see that  right?     
impolite  And who says abortion debate is over ? Not ever! Fundamental issue facing America every day!!     
impolite  Dehumanizing? Why are you dehumanizing the pregnant person? They're more than walking incubators  and have rights!    
impolite  A gas ^bullying  promiscuity  gender confusion  hate  violence &more was forced on us cuz of climate lies from gun grabbers.  
impolite  Listening to speak about her work leading Without Frontiers. So inspiring!      
impolite  If abortion is not wrong  then nothing is wrong. Powerful words from Blessed Mother Teresa.     
impolite  How can a kingdom founded in violence long control the vice that brought it n2 existence? <-- commentary on Judges9      
impolite  They were slaying their own souls when they offered up their sons & when they shed the blood of infants.      
impolite  Oh look!!! So not only are antichoice strongly against pregnant people's human rights  they're also homophobic. Shocker. (Not)    
impolite  Don't fuck with my rights. Don't fuck with my alcohol. Don't fuck with my country. Don't fuck with the tiny spawns.      
impolite  Pro-Choice is meaningless. Say what you mean. You stand for the right to choose to kill.     
impolite  People who have never had an abortion can be prochoice. People with a uterus can be prochoice. People who never want kids can be     
impolite  Thank you for treating me with kindness & respect & TLC during my wellness exam.      
impolite  Don't Let Obama Control Your Actions. Progressives have destroyed the Black Community      
impolite  would like to see poll: How many abortion doctors have told a woman No  an abortion is not required in your case.    
impolite  The people who never spoke up against the Nazis during World War II were likely live and let live people.      
impolite  Exactly  no apologies needed to any of any kind. Stop apologies for rights.     
impolite 100 000 (estimated) ozzie abortions of vulnerable  unwanted unlife right there. Value & Respect life.    
impolite  Obtaining a judicial bypass requires a minor to appear in court and present their case      
impolite  UB Students for Life and are currently on North Campus by the Student Union speaking out against     
impolite  Joining us in studio is Amos and Josh on Music and Career with Kobi Kihara      
impolite  What is the difference between a baby and a onion? No one cries when you chop up the baby. Hahahahaha! Love dead babies!      
impolite  I love how only accuse of war on women when we don't want to fund     
impolite  Say it again for me one time! Anti-abortion laws only lead to unsafe  illegal abortions!    
impolite  maybe that's what he wants     
impolite  Hey baby I want to see my baby vacuumed out of you.      
impolite  Life is our first and most basic human right.     
impolite  Religious feeling has no place in the public policies of a country that claims to separate church and state.     
impolite  If you don't want your kid  put it up for adoption.     
impolite  Sadly not only in respect of     
impolite  Good morning Patriots  let us continue to Pray for this great Nation and the on this great day God has given us!!     
impolite  Life  what a beautiful choice. Adoption. Not abortion.    
impolite  Inching toward diabetes while supporting at 2015.      
impolite  duh.... Planned pregnancy around election date  new fad. Get with the times.    
impolite  is a seven pound baby murderer. Too bad her Mom didn't have the same operation.      
impolite  Health clinics whose main concern is reproductive health can (and do!) cater to people other than women      
impolite  It seems to me clear as daylight that abortion would be a crime. -Ghandi      
impolite  Children are the greatest blessing which God has bestowed on man and woman. -Pope Francis      
impolite  just told you I was talking about abortion & not killing.     
impolite  She has a brain  a heart  and her own unique DNA  not her mother's. She is alive and human. Please don't kill her.  
impolite  If you don't draw the line where I've arbitrarily drawn it  you can't draw it anywhere. Nonsense.    
impolite  you don't get to be prochoice and endorse antichoice      
impolite  passu: Dear Religious Right: I keep my uterus out of your church  so keep your church out my uterus.    
impolite  My parents became Christians in 1973 I wonder if they were an indirect result of the praying few at that time      
impolite  Assault harrassment pain torchure death murder      
impolite  putting abortion in with choices for women just won my heart over. Yaaaaaas!      
impolite  Follow --> . Thanks for following back!!      
impolite  Anti-vaxxers are such an idiotic bunch... Seriously  guys. Vaccinate. Your. Kids.     
impolite  No. It's absurd to refer to healthcare that saves pregnant people's lives as killing.     
impolite  We can be the generation that ends abortion. I don't care whose toes we step on or who we offend  it's time to put an end to    
impolite  Harassing & guilting women* doesn't reduce abortions. Easy to access affordable child care does.      
impolite  Remember basic diversity training: Not all women can have/want to have children     
impolite  Last meeting of the year tonight! 7:00 pm in Case Hall room 334A. Come one come all! Pizza and pop will be provided!     
impolite  executions Let's uphold 2nd Chances Only God can take away Life. Together we can fight Drugs!     
impolite  My teacher today basically said that embroyo's are nothing but skin + blood & that abortion was fine.      
impolite  alvedaking: The most disturbing thing we to this planet is to flood our streets with the of from ...     
impolite  Why do you insist on going round & round on this? Late term abortions almost ALWAYS occur between 20-28 wks      
impolite  Ghiroli But the Mayor of Baltimore said to give rioters to rioters.      
impolite  yoder That lady needs help  mental illness is a serious issue.    
impolite  This isn't your decision to make. You're not the one who carries the full responsibility & weight of the outcome.      
impolite  Government has exceeded its necessary size  scope and reach into the lives of its citizens. ...    
impolite  knox stop being so stupidly dramatic w your reasons why      
impolite  Not so great for the women you want to force to give birth against their wills.      
impolite  The fact that you believe your personal opinion is also God's opinion doesn't make you right.      
impolite  Excellent 'speed-dating' discussion today in Yr9 class      
impolite  Are the same people who are red faced and frothing over abortion also against the death penalty? Just wondering...      
impolite  Why is it illegal to kill an unhatched eagle egg but its legal to kill an unborn human baby?isright     
impolite  better not let this happen!     
impolite  One day I'm gonna set an abortion clinic on fire. Anyone wanna join?     
impolite  Thank goodness politicians saw sense and recognised women's rights over their own bodies.     
impolite  They know what's best for their health They know what's best for their happiness They know what's best for their well being..     
impolite  Terrible golf last couple days! Goes down on the notes as one of these      
impolite  FACT: 17% of today's population is equivalent to residents in New York  Florida  and Pennsylvania. Where's the outrage for this?    
impolite  we remind ourselves that love means to be willing to give until it hurts - Mother Teresa     
impolite  We are the and we will abolish abortion in our lifetime!      
impolite  Planned Parenthood lines its pockets while sacrificing women and children in need at the altar of abortion.     
impolite  Once they're born  that is.    
impolite  As long as they are allowed to show medically correct photos of contraception use at the family planning table      
impolite  No  you want 2 limit the doctor's choice & force him/her to help w/ abortions. I want to protect life & human dignity.    
impolite  And I explained that they are in the keep your baby business  as they helped me get Medicaid and WIC.    
impolite  Rep. Messenger presents HB 151 to Eco Devo. Would prevent public funding for abortion  human cloning  & stem cell research.    
impolite  still love you no matter who you love      
impolite  Up at this ridiculous hour to .      
impolite  Pressure? It's their job and they are failing miserably at keeping the promises they made.      
impolite  Body parts of 1-3 day old infant found friday on 104th & Figueroa Bl in not worse than nor does it justify excuses for     
impolite  did you become a lib before or after you made it in Hollywood?      
impolite  Save the Baby Humans!      
impolite  What doesn't reduce abortion rates: -Shaming pregnant women* -Assaulting pregnant women What can: -Financial assistance     
impolite  yes he has an opinion but the choice should be in the hands of the women You know the person directly affected?     
impolite  Depicting women as headless  x-rayed torsos hardly relfects .     
impolite  Some Bitches be scared to kill a little cockroach in their house but quick to kill a baby...     
impolite  Lol it's no ones choice but the woman's when it comes to abortion. Men shouldn't even be able to vote on the issue.     
impolite  We all are sinners  but what right do humans have to kill another human being? Is that what God wanted us to do?     
impolite  Yes  heard you the first 500 times you tweeted SIX kids. she is probably also    
impolite  The single most important factor for women's advancement in society is our ability to control our fertility.     
impolite  They say God isn't listening? Just look at that radar today.      
impolite  because of my work as a patient advocate I know that this bill would not save these patients.      
impolite  White feminists HAVE been speaking up for since day 1  and we'll continue to do so  or course.    
impolite  People who have been pregnant can be pro choice. People who can't have kids can be pro choice. People who have a uterus can be     
impolite  People who want kids can b prochoice. you don't have to want an abortion to b prochoice. People who had a miscarriage can b prochoice     
impolite  belongs in the costume Handing out condom to kids at     
impolite  passes Sen. Judiciary Cmte.This bill is an effort to shame women out of their personal  private medical decision to have an    
impolite  It's a free country. Freedom includes freedom of choice.     
impolite  Plenty of reasons for Christians not to support Hillary. Not the least of which in my mind is her stand (w/Dems) on     
impolite  What's funny is these pro lifers who admit never researching abortion because it's sad & get their info from other pro lifers..     
impolite  A person's a person  no matter how small. - Dr. Suess     
impolite  I support the right of a woman to abort her baby up to 37 years of age. I mean it's just a lump of tissue right?      
impolite  have no problem with birth control but their you go with that free thing again. So your solution is murder good idea     
impolite  wow all these people r so upset over 1 Black Man killed  what would they do if they knew about BlackKids killed by     
impolite  like i really need to walk past a bunch of aborted babies to get into the union. get out of my peripheral     
impolite  Women's rights are a joke. Omg I can't even. Lol go thank your mom for keeping you.     
impolite  You can't kill someone cause you claim you made a mistake. If true nobody would go to jail for killing their spouse.     
impolite  will fight for the unborn!     
impolite  It is the greatest of all mistakes to do nothing because you can only do little. Do what you can. |      
impolite  Some people are not ready for a child or they were even raped  and theres already too many kids who need adopting anyway    
impolite  people in the government care more about words in a bible than women and their bodies     
impolite  make their own decisions doesn't mean you need to harass me . Goodbye now.      
impolite  Gov Brownback visits cities in 2 sign new      
impolite  _REPORT not sure I agree with her decision but  it is her decision.I wonder how many of the critics would support abortion?    
impolite  We live in a world where people care more about religious rights than consent & reproductive rights....     
impolite  What doesn't reduce abortions: -Threatening women -Killing doctors What does: -Cheap contraceptives.     
impolite  Keeping pregnant people safe is a great reason for abortion  though.    
impolite  Typo - I meant to say dies - With every abortion @ least one human dies.     
impolite  We only care about you until you're born  then you can just die for all we care.     
impolite  Obamcare loses again in the Supreme Court. Religious freedom win.      
impolite  When is abortion a responsible choice? When a woman chooses it to be     
impolite  I know what's best  for my health. You don't know anything about me.     
impolite  If you aren't responsible enough to take care of a baby  why are you having unprotected sex?    
impolite  Now you are not even sense. And  once again  abortion is not healthcare. With every abortion at least one human lies.   
impolite  defunding PP won't mean fewer abortions. It will mean more dead women.     
impolite  Pro-choice is pro-murder couched in liberal rhetoric.     
impolite  No  I can't explain why you would consider a medical procedure that leaves the patient healthy & happy as killing.    
impolite  What a great day to argue the benefits of making abortion legal     
impolite  Are you OK with males telling you what you can and can't do with your own body?     
impolite  Do you believe an has ? If so what types of rights? If no do you still believe it is wrong to end its life?     
impolite  Equal pay for equal work? YES. Freedom from the fear of rape and sexual objectification? YES. The 'right' to abort? NO.     
impolite  Watching teen mom and watching Farrah be a bitch makes me believe in abortion that much more.     
impolite  U know what isn't funny? Male politicians deciding what women should do with their body's.     
impolite  I will believe the narrative that black lives matter when ALL black lives matter  all the time.     
impolite  Sadly  most health insurance plans don't cover abortions  so the price can be quite high....   
impolite  TW for the next tweet: miscarriage  abortion  death through abortion  tagged specifically with  
impolite  But isn't that the problem then. Not enough faith.      
impolite  I just want to sit in a corner and cry. I wish I was a thicker-skinned feminist but this shit is personal!      
impolite  too many people are taking this to seriously     
impolite  Govt cannot force you to get chemo but if you're a fetus  you must live!     
impolite  There are different ways to talk about a pregnancy & some of the words are quite loaded  so it's hard to know which to use.....     
impolite  ie get more on ! 's is stuck. We'll ! .      
impolite  Good morning . Do you plan to tell that women on PEI deserve the right to choose?      
impolite  cares more about deserters than unborn babies      
impolite  Like ya'll can try and push your views on me anyway but I will remain     
impolite  Dont judge ppl for what they feed their plants. My plant  my choice     
impolite  If my body is the only way you can live and I don't want that I have the right to dismiss you. I don't know why that's a problem     
impolite  how do you plan 2 endorse who'd not b able 2 run 4 fed _party?      
impolite  You know what's best for you You know what's best for your happiness You know what's best for your well being     
impolite  'Approximately 22 million unsafe abortions take place worldwide  according to a 2015 study by the World Health Organization (WHO)'    
impolite  I've noticed that everybody that is for Abortion has already been born-Ronald Reagan      
impolite  Words more uncomfortable than: mucus  moist  phlegm  flaccid. At we talk honestly about   
impolite  I refuse to stop praying for an end to abortion.     
impolite  because it's not your baby  body or decision  nor does it effect your life in any way. So it's none of your business.   
impolite  Hey Megan--a baby's heart starts beating at 21 days after conception. No time is the right time to end its life!!      
impolite  She* knows what's best for her* happiness & her* body     
impolite  What does reduce abortions: -Cheap contraceptives -Sex education -Affordable education.      
impolite  As good a time as any to say: when too many men are adjudicating on women's reproductive systems  the results are never good     
impolite  unless they are pre born black lives then they don't matter      
impolite  you want the freedom to murder a baby. Rip them limb by limb. No change in subject by me.Libertarian     
impolite  women being independent and making their own CHOICES     
impolite  Scrolling through the grand jury report for a piece a few days after having a baby is quite affecting.     
impolite  Kudos to the mentality that believes people who are dumb enough to not use protection are 'mature enough' to take care of a baby.     
impolite  words are meant to trigger strong emotional responses as well as to the medical inaccuracies & misogyny..     
impolite  Just make sure that if   you use a   whoever you are!   
impolite  We have the duty to protect the life of an unborn child. --Ronald Reagan      
impolite  Please join us as we pray to end the global holocaust of abortion!     
impolite  NEW video: I'm not seeing it as a human being. _news ...     
impolite  Like i said you are weak. We are strong!      
impolite  SinnFein voted to kill unborn sick children     
impolite  Abortion has nothing to do with feminism. Its about the BABYS body  not yours.isright    
impolite  Still waiting for Libs to explain how the premeditated murder of a premature baby is reproductive healthcare.      
impolite  So ready for my abortion debate      
impolite  True progressives work toward greater inclusion and protections for the marginalized. Standing up for the unborn is progressive!     
impolite  Planned Parenthood is the abortion preventer in the US. How is that concept so difficult to grasp?     
impolite  pro-life? no you're more pro-birth then after that the baby can support itself!!!      
impolite  Here's one Christian whose religion views will never adapt to include abortion. Abortion is murder.     
impolite  Dear Nuns  your advocacy of tax paying is weird.     
impolite  Assaulting & manipulating pregnant people doesn't reduce     
impolite  I want hoes and BINITCHES to realize you don't have to be a hoe or a binitch...Its a choice!     
impolite  Someone snitched on the mom having sex with and playing naked twister with teens. I bet it was her Cock blocking ass children.     
impolite  Took God  discipline & tobacco out  made ^airtight & filled homes w/^CO2 cuz of energy & climate lies. Evil & energy use soared.   
impolite  How ironic is it that im sitting in & swiping on right now?     
impolite  good riddance to millions of black babies? I really hope I'm misunderstanding you     
impolite  Yup. One of the MANY reasons I changed parties.     
impolite  When is abortion a responsible choice? When a woman chooses it to be     
impolite  Yes  your reasoning is horrible. We were talking about abortion  not death.   
impolite  being a leader isnt abt what position you r in da society. you take da lead of being accountable whn you gt her prego     
impolite  if you had been my wife I would have blow your head off. Yep  that sound like     
impolite  at least he has a platform     
impolite  It's official: Hillary's running for president  says her campaign chief. Excellent!    
impolite  Too many women in too many countries speak the same language of silence. HILLARY CLINTON      
impolite  Do we call Bill Mr President...the first 1st man of Or mr president the 1st man? Lol      
impolite  Are you all ready for in ...     
impolite  Is everyone in ready for president ...     
impolite  I suspect Hillary's Scooby Doo tour is being used as a distraction from ServerGate et al.      
impolite  I bet Leslie Knope would be so happy about     
impolite  we need to re-establish a system dominated by love and affection have RT     
impolite  think our country is ready for a female pres  it can't ever be Hillary    
impolite  I know - it's just going to be a long year!     
impolite  So I'm not good enough to run a country but I'm more than good enough to birth a 'strong honorable man' that can? Haha KICK ROCKS     
impolite  Breaking News: trades campaign bus for a broomstick.     
impolite  SHES JUST BEING A STUPID WOMAN ON THE PHONE yeah doing boss shit      
impolite  There's something wrong when CEO's make 300 times what their average employee does. I don't know what it is...     
impolite  I do a stump speech. It on the stump in the park. attendance mandatory.     
impolite  Of all the shit against Hillary  this is a non-story. Pile on her bullshit record  not tipping at a non-tip restaurant.   
impolite  I want America to great again      
impolite  I just want my dog to stop eating the trash     
impolite  3. Fixing America's political system by getting rid of unaccountable money  and 4. Protecting the country.    
impolite  Wasn't the original also full of unemployed hippies & a stupid dog  who lived to meddle in other people's business?    
impolite  Before leaving my dad's I took the liberty in framing and put up the pictures he has meeting Hillary and Bill Clinton in '92     
impolite  No GOP candidate would ever survive any of the Hillary's scandals over the last year  much less her life. Media power.     
impolite  The whole is supporting you.     
impolite  And the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours.     
impolite  Very simple: the Clinton's are corrupt.     
impolite  Thank you 4the follow. God bless you and those you love! God bless America  may she always be the land of the free!    
impolite  If I run for office this will be my original logo: M      
impolite  If can do half of what he did then she would be doing is a favor     
impolite  tolerance at its best! Do as I say not as I do     
