__label__neutral,How are you this evening?  
__label__neutral,Pull out chairs to seat the women when you are eating together.
__label__neutral,Do not sit down before all the ladies are seated.
__label__neutral,Pull your chair up and sit close to the table after sitting down.
__label__neutral,It is customary to say grace before the meal begins in many Christian homes Watch the 
__label__neutral,host or hostess If they bow their heads  join them.
__label__neutral,When the hostess takes her napkin  open your napkin in half and lay it across your lap.
__label__neutral,When eating with silverware  begin from the outside piece  then knife and fork for the 
__label__neutral,second course and so on The pieces closest to the plate are for the last course.
__label__neutral,When having soup  move the spoon away from you to spoon out the soup When a little remains  
__label__neutral,you may raise slightly the side of the bowl close to you.
__label__neutral,Cut large pieces of food  such as steak or chops  into small pieces all at one time.
__label__neutral,Use you knife close to the fork This way  it is a lot easier to cut meat.
__label__neutral,Put your knife and fork diagonally on the further side of the plate when you have finished 
__label__neutral,eating something Do not place them leaning on the plate The knife should always be placed 
__label__neutral,You can choose whichever you like.
__label__neutral,She must be a model  isn't?
__label__neutral,I really don't known.
__label__neutral,I have no idea about it.
__label__neutral,Can she be a driver?
__label__neutral,May I have your name?
__label__neutral,What's your family name?
__label__neutral,My family name is Ayneswonth.
__label__neutral,How do you spell it?
__label__neutral,Who is the lady in white?
__label__neutral,Could you introduce me to her?
__label__neutral,Rose  let me introduce my friend to you.
__label__neutral,This is Tom He's my classmate.
__label__neutral,Nice to meet you  too.
__label__neutral,Let me introduce myself.
__label__neutral,What day is it today?
__label__neutral,What's the date today?
__label__neutral,It's January the 15th  1999.
__label__neutral,It's the year of 1999.
__label__neutral,What will you do during this weekend?
__label__neutral,Does the shop open at 9 am on weekdays?
__label__neutral,It opens at 8 am on weekdays  but at 9 at weekends.
__label__neutral,What will you do the day after on next?
__label__neutral,What did you do the week before last?
__label__neutral,I'll work for the next 5 days.
__label__neutral,It's been 5 years since I last saw you.
__label__neutral,Do you have a computer?
__label__neutral,He has that book  doesn't he?
__label__neutral,Do you have any brothers or sisters?
__label__neutral,No  I'm a single son.
__label__neutral,Does your computer have a modem?
__label__neutral,Do you have shampoo here?
__label__neutral,What a beautiful garden you have!
__label__neutral,Do you have glue I need some here.
__label__neutral,If you have more  please give me some.
__label__neutral,Do you have my pencil?
__label__neutral,Yes  I have your eraser  too.
__label__neutral,What time is it now?
__label__neutral,It's a quarter past five.
__label__neutral,It's ten minutes to four.
__label__neutral,It's half past nine.
__label__neutral,It's one o'clock sharp.
__label__neutral,It's not four o'clock.
__label__neutral,My watch says two o'clock.
__label__neutral,My watch is two minutes fast.
__label__neutral,What's the time by your watch?
__label__neutral,We must arrive there on time.
__label__neutral,There are only two minutes left.
__label__neutral,Can you finish your work ahead of time?
__label__neutral,The flight is delayed.
__label__neutral,The meeting is put off.
__label__neutral,I'll be back in 5 days.
__label__neutral,What's the date today?
__label__neutral,I was born on September 1st  1976.
__label__neutral,I'll meet you tomorrow.
__label__neutral,Do you know the exact date?
__label__neutral,Please check the date.
__label__neutral,How long will the sale last?
__label__neutral,What were you doing this time last year?
__label__neutral,Hello Can I see Mr  Green?
__label__neutral,Do you have an appointment?
__label__neutral,Sorry  Mr Green can't see you now.
__label__neutral,Would you wait here for a minute?
__label__neutral,Would you like something to drink?
__label__neutral,Mr Green  Mr Smith is here.
__label__neutral,Nice to see you  my old friend.
__label__neutral,How have you been these years?
__label__neutral,You've changed little.
__label__neutral,Do you still remember that Christmas?
__label__neutral,Do you speak English?
__label__neutral,How long have you studied English?
__label__neutral,He speaks English fluently.
__label__neutral,Your English is very good.
__label__neutral,You speak English pretty well.
__label__neutral,Are you a native speaker of English?
__label__neutral,My native language is Chinese.
__label__neutral,He speaks with London accent.
__label__neutral,He has a strong accent.
__label__neutral,I have some difficulty in expressing myself.
__label__neutral,"I'm always confused with ""s"" and ""th""."
__label__neutral,Can you write in English?
__label__neutral,Your pronunciation is excellent.
__label__neutral,How can I improve my spoken English?
__label__neutral,Are you watching TV now?
__label__neutral,Yes  I'm watching Channel 5.
__label__neutral,No  I'm listening to the radio.
__label__neutral,Where are you going?
__label__neutral,Who are you writing to?
__label__neutral,I'm writing to an old friend.
__label__neutral,What will you do this weekend?
__label__neutral,I'll go to a concert.
__label__neutral,I'll go on an outing with some friends.
__label__neutral,Do you like traveling?
__label__neutral,Yes  I like it a great deal/it very much.
__label__neutral,I'm twenty-two (years old).
__label__neutral,Mr Smith is still in his forties.
__label__neutral,I'm two years younger than my sister.
__label__neutral,My elder sister is one year older than her husband.
__label__neutral,He's the youngest in the family.
__label__neutral,He looks much younger than he is.
__label__neutral,I came here when I was 20.
__label__neutral,I started school at the age of 6.
__label__neutral,My father is over 60 years old.
__label__neutral,Most of them are less than 30.
__label__neutral,I guess he's about 30.
__label__neutral,She's going to be 15 next month.
__label__neutral,They'll have a party for their 10th wedding anniversary.
__label__neutral,He's still a boy after all.
__label__neutral,When do you get up everyday?
__label__neutral,I usually get up at 8 o'clock.
__label__neutral,Where do you have your lunch?
__label__neutral,I have my lunch in a snack bar nearby.
__label__neutral,What did you have for lunch?
__label__neutral,I had a hamburger and a fried chicken leg?
__label__neutral,What time do you start work?
__label__neutral,I start work at 8 o'clock.
__label__neutral,What do you do at work?
__label__neutral,I answer telephones and do some typing.
__label__neutral,What time do you finish your work?
__label__neutral,What do you do in your spare time?
__label__neutral,I like listening to pop music.
__label__neutral,I like playing football.
__label__neutral,When did you get up yesterday morning?
__label__neutral,I heard the clock  but I didn't get up until 9.
__label__neutral,I woke up seven and got up right away.
__label__neutral,I hurried to my office.
__label__neutral,I had my breakfast on the way.
__label__neutral,I was 10 minutes late.
__label__neutral,I had lunch with a friend of mine.
__label__neutral,I finished my work at 6 p m.
__label__neutral,I stayed and did some extra work.
__label__neutral,The TV programs were really boring  so I went to bed very early.
__label__neutral,I read a magazine in bed.
__label__neutral,I didn't sleep well.
__label__neutral,I slept soundly all night.
__label__neutral,Hi  Joe  is it really you?
__label__neutral,Hi  Ann Nice to see you again.
__label__neutral,It's been a whole year since I last saw you.
__label__neutral,Yes  but you look as pretty now  as you did then.
__label__neutral,Oh  thank you How have you been these days?
__label__neutral,But you sound so sad.
__label__neutral,Yes  I lost my pet cat yesterday.
__label__neutral,Oh  I'm sorry to hear that.
__label__neutral,Have you seen Kate lately?
__label__neutral,No  I have no contact with her.
__label__neutral,I heard she got married last week.
__label__neutral,Oh  how nice Sorry  I've got to go now.
__label__neutral,So do I See you later Keep in touch.
__label__neutral,I used to take a walk in the early morning.
__label__neutral,He used to live in my neighborhood.
__label__neutral,Did you use to go fishing with friends?
__label__neutral,We have known each other for 6 years.
__label__neutral,It has been a long time since last came here.
__label__neutral,Have you seen Mr Smith recently?
__label__neutral,They've been working on this project since last year.
__label__neutral,I've been watching TV all night.
__label__neutral,The movie began as soon as we got there.
__label__neutral,When I arrived at the station  the train had already left.
__label__neutral,The late arrival of the ship had messed up all our plans.
__label__neutral,I had thought he knew the time of the meeting.
__label__neutral,They had excepted me to go with them.
__label__neutral,That was the third time that I had visited the place.
__label__neutral,After I had finished my paper  I put it in the drawer.
__label__neutral,  Hi  Jack  where do you live now?
__label__neutral, I live at 203 Curzon Street.
__label__neutral,  Curzon Street Isn't Mary living there?
__label__neutral,  Yes  she lives just across the street.
__label__neutral, How long have you stayed there?
__label__neutral,  How about Mary How long has she lived there?
__label__neutral,  She's been living there since her birth.
__label__neutral,  Will you stay there for long?
__label__neutral,  No  I'll move to Hollywood next month.
__label__neutral,  What's the height of the building?
__label__neutral,  How much does the elephant weight?
__label__neutral, What's the color of your new dress?
__label__neutral,  What's the size of your shoes?
__label__neutral,  My brother is twice as tall as your sister.
__label__neutral,  My grandma is 40 years older than me.
__label__neutral,  This river is one third as long as that river.
__label__neutral,  What's the shape of your balloon?
__label__neutral,  How wide is this bridge?
__label__neutral,  How thick is the ice here?
__label__neutral,  This metal is harder than that one.
__label__neutral,  He can run as fast as Jim.
__label__neutral,  Kate is smarter than I.
__label__neutral,  How long do you watch TV every day?
__label__neutral,  How often do you go swimming?
__label__neutral,  Would you please open the door for me?
__label__neutral,  May I ask you a question?
__label__neutral,  Please give me a hand.
__label__neutral,  Could you do me a favor?
__label__neutral, Would you help me remove the refrigerator?
__label__neutral,  Get me my coat  please.
__label__neutral, Make me a cup of coffee  will you?
__label__neutral,  Call me tomorrow if you have time.
__label__neutral,  Could you tell me where I can find these books?
__label__neutral,  I'm sorry I'm engaged now.
__label__neutral, I'm glad to  but I'm afraid I don't have the time.
__label__neutral,  Would you mind closing the window for me?
__label__neutral,  Excuse me  madam Could you tell me where the post office is?
__label__neutral,  It's just around the corner.
__label__neutral,  Excuse me  how can I get to the bus station?
__label__neutral, You can take the bus and get off at the second stop.
__label__neutral,  Excuse me  Where is No 5 Street?
__label__neutral,  Go straight ahead and turn left at the second crossing.
__label__neutral,  Excuse me Can you tell me how to get to Mr Hu's restaurant?
__label__neutral,  Go on for about 100 meters  It's on your left side  You can't miss it.
__label__neutral,  Which one is Mr Jame's office?
__label__neutral,  It's Room 201 on the second floor.
__label__neutral, Can I use the lift?
__label__neutral, Sorry  it's broken You have to use the stairs.
__label__neutral,  Where are the stairs?
__label__neutral,  Go along the corridor and it's on your right side.
__label__neutral,  Thank you for directions.
__label__neutral,  You have a younger brother  don't you?
__label__neutral,  How is your family?
__label__neutral,  She's engaged/married to John.
__label__neutral,  How long have you been married?
__label__neutral,  We've been married for 2 years.
__label__neutral, My parents got married in 1954.
__label__neutral,  Mary gave birth to a baby last week.
__label__neutral, They've been divorced.
__label__neutral, His wife died a year ago Now he lives alone.
__label__neutral,  My aunt will come to live with me for some days.
__label__neutral,  John has his own family now.
__label__neutral,  Do you live with your parents?
__label__neutral,  No I live in my own house.
__label__neutral,Sure We are friends since primary school.
__label__neutral, Really I was introduced to her just last weekend.
__label__neutral,  What is she doing now?
__label__neutral,  She told me she wanted to start a company.
__label__neutral, Start a company  But I thought she would be a scholar.
__label__neutral, People are always changing  aren't they?
__label__neutral, Yes  you're right After all  she is smart enough to go into business.
__label__neutral, But she doesn't have much experience.
__label__neutral,  You two don't have much contact?
__label__neutral,  No  I only wrote her one letter this year.
__label__neutral,  She sent me a Christmas card last year.
__label__neutral,  Oh  that's not good.
__label__neutral,  Yes  we should try to contact more.
__label__neutral, What time are you going to leave for the airport tomorrow?
__label__neutral, Is he coming to dinner?
__label__neutral,  I'm going to the bookstore Will you go with me?
__label__neutral,  They're going to discuss it at the meeting next Friday.
__label__neutral,  I'll be waiting for you at the restaurant this time tomorrow.
__label__neutral,After I get home  I'll call you.
__label__neutral,  How will you spend the evening?
__label__neutral,  I'll probably stay home and watch TV.
__label__neutral,  What's your plan for the summer holiday?
__label__neutral,  I'm thinking about a visit to Paris.
__label__neutral,  There's going to be a pottery exhibition at the art gallery.
__label__neutral,  You are still thinking about a Ph D  aren't you?
__label__neutral,  What will you do about it?
__label__neutral,  What do you want to do after graduation?
__label__neutral,  I'll further my study.
__label__neutral,  Have you heard the weather forecast?
__label__neutral,  No  what does it say?
__label__neutral,  We'll have fine weather for the next few days?
__label__neutral,  But it's still raining today!
__label__neutral,  It is said it will clear up tonight.
__label__neutral,  What will it be after the clear weather?
__label__neutral,  It says a storm may come next month.
__label__neutral,  And it may get colder  it's already November.
__label__neutral, Yes  and I hope we can have some snow this winter.
__label__neutral,  I'm afraid it won't be cold enough for a snowfall.
__label__neutral,  But last year we had a big one.
__label__neutral,  Yes  but you know global warming may raise the temperature.
__label__neutral,  You are probably right.
__label__neutral,  I'm going skating in the Alps next month.
__label__neutral, I hope the weather there is cold enough.
__label__neutral,  How are you feeling today?
__label__neutral, I don't feel very well.
__label__neutral,  Do you fell better now?
__label__neutral,  He's got a bad headache.
__label__neutral, What's the matter with you?
__label__neutral, I've got a pain in my back.
__label__neutral,  It hurts right here.
__label__neutral,  It's bleeding You'd better see a doctor about that cut.
__label__neutral,  Take two pills and have a good rest.
__label__neutral,  I hope you'll be well soon.
__label__neutral,  I get up at 8 every morning.
__label__neutral,  I then take a bath in the bathroom.
__label__neutral, I shave  brush my teeth  and comb my hair.
__label__neutral,  I put on a bit of makeup.
__label__neutral, I cooked breakfast for the family.
__label__neutral,  I go downstairs and have my breakfast.
__label__neutral,  I read the newspaper over breakfast.
__label__neutral,  I wake my sister up.
__label__neutral,  I dress my sister and wash her hands and face.
__label__neutral,  I get to my office at 10:30.
__label__neutral,  I leave the office at 7.
__label__neutral,  I buy some food on my way home.
__label__neutral,  I pick up my sister from her school.
__label__neutral,  We go to bed at 10:30.
__label__neutral,  What do you think about it?
__label__neutral,  I think you're mistaken about that.
__label__neutral,  He was absent yesterday Do you know why?
__label__neutral,  Do you have any idea?
__label__neutral,  I suppose he was sick.
__label__neutral,  Will it rain tomorrow?
__label__neutral,  No  I don't think so.
__label__neutral,  Do you really want to know what I think?
__label__neutral,  Please give me your advice.
__label__neutral,  I want to hear your opinion.
__label__neutral,  What do you plan to do this Friday?
__label__neutral,  What are you doing next week?
__label__neutral,  I plan to go to the concert.
__label__neutral,  I'm thinking of going to my grandma's.
__label__neutral,  I'll go skiing of the weather permits.
__label__neutral,  I suppose I can finish the project next year.
__label__neutral,  I'm considering buying a house.
__label__neutral,  Hi  Jack  what lessons will you take this semester?
__label__neutral,  Hi  Lucy I'll take French and Economics.
__label__neutral,  I'm taking Chinese and History.
__label__neutral,  Do you plan to do some odd jobs?
__label__neutral, Yes  I'm applying to work at the library.
__label__neutral,  You have the final say.
__label__neutral, She insists that it doesn't matter.
__label__neutral,Do you like traveling?
__label__neutral,  Yes  I've just come back from Scotland.
__label__neutral,  You look radiant tonight.
__label__neutral, He's made up his mind to quit his job.
__label__neutral,  I've decided not to sell the house.
__label__neutral, I'm determined to leave.
__label__neutral,  No  I haven't decided yet.
__label__neutral,  I've changed my mind.
__label__neutral, It's still undecided.
__label__neutral,  Don't hesitate any more.
__label__neutral,  Give me a definite answer  please.
__label__neutral,  It's really hard to make a decision.
__label__neutral,  I'm always making resolutions  like giving up smoking.
__label__neutral, Don't shilly-shally.
__label__neutral,  It was a terrible experience.
__label__neutral,  I am on top of the world.
__label__neutral,  The dinner was wonderful.
__label__neutral,  The Christmas tree is gorgeous.
__label__neutral,  What a boring movie it is!
__label__neutral,  How can he give us such a tedious lecture!
__label__neutral,  How fragrant the flowers are!
__label__neutral, The party is making too much noise.
__label__neutral,  You look elegant in that dress.
__label__neutral, The coat doesn't suit you.
__label__neutral, His flattery makes me sick.
__label__neutral, We had a good time.
__label__neutral,  We enjoyed ourselves very much.
__label__neutral,  I am bored to death.
__label__neutral, This house is for rent.
__label__neutral,  It's really a bargain.
__label__neutral,  I want to rent a furnished house.
__label__neutral,  That house is for sale It has central heating.
__label__neutral,  What kind of furniture do you like?
__label__neutral,  This is a rather old house It needs painting.
__label__neutral,  I want an apartment with two bedrooms and a kitchen.
__label__neutral,  The houses downtown are very expensive.
__label__neutral,  How much is the rent for a month?
__label__neutral, I feel at home living here  The landlady is very kind to me.
__label__neutral,  We have a few kitchen things and a dining room set.
__label__neutral,  There's no gas range in the kitchen  but you can use the electric stove.
__label__neutral,  There is a shower in the bathroom.
__label__neutral,  I have a dog  but it's very quiet.
__label__neutral, The room has a big closet You can put your baggage in it.
__label__neutral,  What will you wear for the party?
__label__neutral, I'll wear my blue dress.
__label__neutral, Don't you think it's too formal?
__label__neutral,  Why What will you wear?
__label__neutral,  Just my shirt and jeans.
__label__neutral, You should have your suit cleaned and ironed.
__label__neutral,  You'd better put on your jacket It's cold outside.
__label__neutral, The blouse no longer fits me.
__label__neutral,  My son has outgrown these trousers.
__label__neutral, The shoes are worn-out.
__label__neutral, I don't like wearing the uniform.
__label__neutral, Do you want to change before the banquet?
__label__neutral, Your shoe lace is loose.
__label__neutral, You forgot to fasten the collar buttons.
__label__neutral,  Take off your hat It doesn't fit.
__label__neutral,  He is a very creative student.
__label__neutral, What you have said about this is very interesting.
__label__neutral,  I cannot agree with you on this point.
__label__neutral,  You've got the point.
__label__neutral,  The whole class is in a heated discussion.
__label__neutral,  Let's just run through the arguments for and against.
__label__neutral,  Please sum up what you said just now.
__label__neutral,  Has anybody else anything to say on this?
__label__neutral,  Does anybody share David's opinion?
__label__neutral, Is there any evidence to support what you have said?
__label__neutral,  I don't think it's necessary for us to discuss this question any further.
__label__neutral, There are always two sides to everything.
__label__neutral,  Finally  we came to an agreement.
__label__neutral,  I want to be a journalist after graduation.
__label__neutral,  If it doesn't rain tomorrow  we'll have a picnic.
__label__neutral,  As soon as he comes  we'll let him know.
__label__neutral,  You can stay as long as you pay the rent on time.
__label__neutral,  When she leaves  he'll cry for a day.
__label__neutral, She will go into business when she likes to.
__label__neutral,  I'll leave for London if I finish my work today.
__label__neutral, I'll work for 5 years and then go back to school.
__label__neutral,  He will become a writer if he goes on doing well in writing.
__label__neutral, I hope he will meet me at the airport.
__label__neutral,  I'm thinking of quitting the job.
__label__neutral,  I plan to learn photography.
__label__neutral,  What do you say we have a party this weekend?
__label__neutral, She will certainly remain single.
__label__neutral,  He will probably follow in his father's footsteps.
__label__neutral,I would have had a much better holiday if I had stayed at home.
__label__neutral, What have you been doing since I saw you last time?
__label__neutral,  If I had got enough money yesterday  I would have bought that tape.
__label__neutral,  Looking back on it  I think I shouldn't have given up the contest so easily.
__label__neutral,  Had I taken a taxi  I wouldn't have been late.
__label__neutral, Even if you take the exam again  you won't pass it.
__label__neutral,  Even if you had given him much more money  he might not have paid off the debt.
__label__neutral,  What would you have done if you hadn't gone out for a picnic yesterday?
__label__neutral,  I wish I had told him the truth.
__label__neutral,  I wish you hadn't cheated me.
__label__neutral, If it had been fine  we would have gone to the park.
__label__neutral,  Would he have seen you if you hadn't waved to him?
__label__neutral,  You should have studied much harder.
__label__neutral,  I had thought about arguing with the teacher about that  but I didn't have enough 
__label__neutral,  I had thought about living with my grandparents when my parents went abroad last year.
__label__neutral,  What's your favorite sport?
__label__neutral,  I like football best.
__label__neutral,  Football is my favorite.
__label__neutral,  Which do you prefer  fishing or mountain-climbing?
__label__neutral,  What do you like best  apples  pears  or bananas?
__label__neutral,  He's crazy about Michael Jordan.
__label__neutral,  She is sick of watching boxing.
__label__neutral,  She has good taste in clothes.
__label__neutral,  What do you like to do in your spare time?
__label__neutral,  I like collecting stamps.
__label__neutral, I prefer tea to coffee.
__label__neutral,  What do you dislike most about this movie?
__label__neutral,  I would rather sleep than watch this movie.
__label__neutral, You should take the advice of your teacher.
__label__neutral, That's just what I was looking for.
__label__neutral,  It might be  I suppose.
__label__neutral,  Good try  but not quite right.
__label__neutral, That's rather disappointing.
__label__neutral,  In my opinion  your new coat is not worth so much money.
__label__neutral,  Would you mind not spitting everywhere?
__label__neutral, It's only a suggestion  you don't have to take it.
__label__neutral,  If you really want my advice I don't think you should quit school.
__label__neutral,  Thanks for your advice but I have to consider it myself.
__label__neutral,  He does not pay attention to anybody You are wasting your time in persuading him.
__label__neutral,  I am old enough to make up my own mind.
__label__neutral, Your work seems not satisfactory.
__label__neutral,  What about your opinion?
__label__neutral,  I generally agree with you.
__label__neutral, Would you open the door for me  please?
__label__neutral,  Would you mind opening the window?
__label__neutral,  I wondered if you could buy me some pencils?
__label__neutral,Would you be so kind as to lend me some money?
__label__neutral,  No problem How much?
__label__neutral, I hope I'm not bothering you.
__label__neutral,  I hope that will not cause you too much trouble.
__label__neutral,  I really appreciate your help.
__label__neutral,  I don't want to put you to any trouble.
__label__neutral, Excuse me  would you give me a hand?
__label__neutral, I'd be glad to help.
__label__neutral, Would you mind mailing this letter for me?
__label__neutral, I have so many things to do before I leave.
__label__neutral,  I have to drop by the bank to get some money.
__label__neutral,  Traveler's check's are very convenient for long-distance travel.
__label__neutral,  Do you have anything to declare?
__label__neutral, You have to apply for a passport in advance.
__label__neutral,  You don't have to pay any duty on personal belongings.
__label__neutral,  Make it an hour and a half  We have to get more food.
__label__neutral, Shall we ask Betty to join us?
__label__neutral,I put myself entirely in your hands.
__label__neutral,  Can you tell me the phone number of the inquiry office?
__label__neutral, Do you like to take a local train or an express?
__label__neutral,  I have bought a ticket for a sleeper.
__label__neutral, Have you reserved your ticket?
__label__neutral, I would never have thought of it if you hadn't mentioned it.
__label__neutral,  I will see you off at the railway station.
__label__neutral,  Where are you from?
__label__neutral, What's your nationality?
__label__neutral, What's your motherland?
__label__neutral, Are you a native Chinese?
__label__neutral,  What's the population of China?
__label__neutral, How many provinces do you have?
__label__neutral,  What's the capital of your country?
__label__neutral,  I was born in China and brought up in the USA.
__label__neutral, My country has an area of 500 000 square kilometers.
__label__neutral,  The capital of my country id Beijing.
__label__neutral, We have 50 provinces.
__label__neutral,My country is rich in natural resources.
__label__neutral,  That nation is famous for its tourism.
__label__neutral, The biggest festival in my country is the Spring Festival.
__label__neutral,  Geographically  China is located in the Northern Hemisphere.
__label__neutral,  In this country  the weather is usually very awful.
__label__neutral, It is a very beautiful country with many mountains.
__label__neutral,  This country is famous for its beautiful lakes.
__label__neutral, The land in this region is rather dry and parched.
__label__neutral,  Along the northern coast of this continent  there are many crags.
__label__neutral,  In Brazil  many ancient forests are very well preserves.
__label__neutral, Lumbering is very important in some underdeveloped countries.
__label__neutral, The scenery is very beautiful in the small islands in the Pacific Oceans.
__label__neutral, What kind of climate do you have in this country?
__label__neutral, In the west of America  there are many high peeks and deep canyons.
__label__neutral,  Which one is the longest river in China?
__label__neutral, Do you get much rain in summer?
__label__neutral, Is the plain along the river good for farming?
__label__neutral,  It's cold and foggy in London at this time of the year.
__label__neutral,  Every one must receive 9 years of compulsory education.
__label__neutral,  Children enter primary school at the age of 7.
__label__neutral, Some students quit school due to poverty.
__label__neutral,  There is fierce competition in the college Entrance Examination.
__label__neutral, He majored in Computers.
__label__neutral,  She is working for her double major in English and Economics.
__label__neutral,  I graduated from Yale University 5 years ago.
__label__neutral, It is desirable to apply to good schools.
__label__neutral,  Mary is in her freshman year.
__label__neutral,  Lily is a Sophomore now.
__label__neutral,  Mike is already a junior.
__label__neutral,  As a senior  Peter is writing his thesis.
__label__neutral, Mr Green is a member of the faculty.
__label__neutral,  In Britain  there are open universities.
__label__neutral,  There are many training classed and night classes.
__label__neutral,  What does your father do?
__label__neutral, He is a doctor He has his own practice.
__label__neutral,  Do you have any plan for your career?
__label__neutral,  I want to be a pilot of possible.
__label__neutral, I hope that I can get a decent job with a good salary.
__label__neutral,  I have an interview next week.
__label__neutral,  Tom has opened his own business while his classmates are still slogging away at school.
__label__neutral, I like writing  but I wouldn't take it as my career.
__label__neutral,  I worked as an intern in that firm last summer.
__label__neutral,  He's a very efficient young man though a little proud.
__label__neutral,  He made a successful career in business.
__label__neutral, My cousin has just been promoted to the rank of major.
__label__neutral,  He is a manager of a famous corporation.
__label__neutral,  The statesman retired as the mayor of New York.
__label__neutral,  He was appointed president of the committee recently.
__label__neutral, This area is noted for its rich soil.
__label__neutral,  The place is too stony for farming.
__label__neutral,  In the flat country  people grow wheat and raise cattle.
__label__neutral,  He has bought 10 tractors for the village.
__label__neutral,  What's the typical farm product in this region?
__label__neutral, At this time of the year farmers begin to plow their fields.
__label__neutral,  Have you milked the cows?
__label__neutral,  Pile the hay in the corner.
__label__neutral,What's the average yearly output of cars in your factory?
__label__neutral, The meat packing industry is developing fast.
__label__neutral,  Car manufacturers are having a bad time.
__label__neutral,  State-owned enterprises are getting out of difficulty.
__label__neutral, How many workshops are there in your factory?
__label__neutral, The computer industry is booming.
__label__neutral,  The information industry helps boost the global economy.
__label__neutral, Do you have any hobbies?
__label__neutral, What are you interested in?
__label__neutral,  What are your interests?
__label__neutral,  What do you do in your spare time?
__label__neutral,  How do you spend your evenings?
__label__neutral,  Lots of people like stamp collecting.
__label__neutral, I am a Michael Jordan fan.
__label__neutral,  Does his film appeal to you?
__label__neutral,  Do you go on picnics?
__label__neutral,  I particularly like English literature.
__label__neutral,  What's so interesting about football  We girls don't like it.
__label__neutral,  She has a particular interest in painting.
__label__neutral, I often take my mind off my work by reading an interesting novel.
__label__neutral,  He plays violin just for enjoyment.
__label__neutral,  Photography is an expensive hobby.
__label__neutral,  What's your favorite sport?
__label__neutral,  What position do you play?
__label__neutral,  Our team beat their team yesterday.
__label__neutral,  We are sure to defeat them.
__label__neutral,  How many years have you been playing pingpong?
__label__neutral,  My favorite winter sport is skiing.
__label__neutral, The basketball championship is exciting.
__label__neutral, I was on the track team 10 years ago.
__label__neutral,  I prefer fishing to swimming.
__label__neutral,  She is a member of the ski club.
__label__neutral,  The hardest thing to learn is to be a good loser.
__label__neutral, My class went camping last summer.
__label__neutral,  He's good at lifting weights.
__label__neutral,  I subscribed to a lot of periodicals last year.
__label__neutral,  Tom reads newspapers in the afternoon.
__label__neutral,  What kind of newspapers do you read?
__label__neutral,  Newspapers and periodicals keep me updated on current affairs.
__label__neutral, What column do you like best?
__label__neutral, Which do you like better  the news or the editorial?
__label__neutral,  Do you read advertisements too?
__label__neutral,  I recommend to you Time and Newsweek They are excellent.
__label__neutral,  Fashion is a very popular magazine in America.
__label__neutral, What's the circulation of this magazine?
__label__neutral, Why don't you put an advertisement in the paper to sell that old car?
__label__neutral, I once took a part-time job delivering the Evening Post.
__label__neutral,  Have you read the article about the rescue of the hostage?
__label__neutral,  There was much news in the morning paper today.
__label__neutral,  My friend Tom is a reporter for the New York Times.
